time	ms	value
10:30:56	2645140	1088
10:30:57	2646228	1092
10:30:58	2647320	1096
10:30:59	2648416	1076
10:31:00	2649492	1052
10:31:01	2650544	1064
10:31:02	2651608	1052
10:31:03	2652660	1064
10:31:04	2653724	1088
10:31:05	2654812	1040
10:31:06	2655852	1084
10:31:07	2656936	1072
10:31:09	2658008	1068
10:31:10	2659076	1048
10:31:11	2660124	1024
10:31:12	2661148	1008
10:31:13	2662156	964
10:31:14	2663120	988
10:31:15	2664108	1012
10:31:16	2665120	1020
10:31:17	2666140	1004
10:31:18	2667144	1040
10:31:19	2668184	1020
10:31:20	2669204	1020
10:31:21	2670224	1032
10:31:22	2671256	1004
10:31:23	2672260	1068
10:31:24	2673328	1040
10:31:25	2674368	1076
10:31:26	2675444	1060
10:31:27	2676504	1028
10:31:28	2677532	1052
10:31:29	2678584	1044
10:31:30	2679628	1040
10:31:31	2680668	1016
10:31:32	2681684	1044
10:31:33	2682728	1008
10:31:34	2683736	948
10:31:35	2684684	964
10:31:36	2685648	992
10:31:37	2686640	1008
10:31:38	2687648	1012
10:31:39	2688660	1000
10:31:40	2689660	980
10:31:41	2690640	976
10:31:42	2691616	984
10:31:43	2692600	980
10:31:44	2693580	980
10:31:45	2694560	988
10:31:46	2695548	968
10:31:47	2696516	1008
10:31:48	2697524	1048
10:31:49	2698572	1064
10:31:50	2699636	1112
10:31:51	2700748	1136
10:31:52	2701884	1124
10:31:54	2703008	1116
10:31:55	2704124	1132
10:31:56	2705256	1116
10:31:57	2706372	1088
10:31:58	2707460	1096
10:31:59	2708556	1076
10:32:00	2709632	1044
10:32:01	2710676	1068
10:32:02	2711744	1076
10:32:03	2712820	1072
10:32:04	2713892	1032
10:32:05	2714924	1056
10:32:06	2715980	1008
10:32:07	2716988	1044
10:32:09	2718032	1048
10:32:10	2719080	1020
10:32:11	2720100	1032
10:32:12	2721132	984
10:32:13	2722116	956
10:32:14	2723072	992
10:32:15	2724064	1012
10:32:16	2725076	1028
10:32:17	2726104	1048
10:32:18	2727152	1052
10:32:19	2728204	1056
10:32:20	2729260	1056
10:32:21	2730316	1036
10:32:22	2731352	1060
10:32:23	2732412	1096
10:32:24	2733508	1100
10:32:25	2734608	1100
10:32:26	2735708	1136
10:32:27	2736844	1140
10:32:28	2737984	1124
10:32:30	2739108	1128
10:32:31	2740236	1112
10:32:32	2741348	1092
10:32:33	2742440	1076
10:32:34	2743516	1036
10:32:35	2744552	1044
10:32:36	2745596	1024
10:32:37	2746620	1032
10:32:38	2747652	1028
10:32:39	2748680	1016
10:32:40	2749696	1032
10:32:41	2750728	996
10:32:42	2751724	1028
10:32:43	2752752	1012
10:32:44	2753764	980
10:32:45	2754744	984
10:32:46	2755728	976
10:32:47	2756704	948
10:32:48	2757652	960
10:32:49	2758612	956
10:32:50	2759568	960
10:32:51	2760528	956
10:32:52	2761484	952
10:32:53	2762436	928
10:32:54	2763364	936
10:32:55	2764300	932
10:32:56	2765232	924
10:32:57	2766156	932
10:32:58	2767088	932
10:32:59	2768020	940
10:32:59	2768960	924
10:33:00	2769884	924
10:33:01	2770808	940
10:33:02	2771748	952
10:33:03	2772700	964
10:33:04	2773664	936
10:33:05	2774600	952
10:33:06	2775552	952
10:33:07	2776504	956
10:33:08	2777460	924
10:33:09	2778384	932
10:33:10	2779316	912
10:33:11	2780228	920
10:33:12	2781148	928
10:33:13	2782076	936
10:33:14	2783012	912
10:33:14	2783924	932
10:33:15	2784856	948
10:33:16	2785804	912
10:33:17	2786716	944
10:33:18	2787660	932
10:33:19	2788592	928
10:33:20	2789520	944
10:33:21	2790464	916
10:33:22	2791380	916
10:33:23	2792296	912
10:33:24	2793208	892
10:33:25	2794100	892
10:33:25	2794992	880
10:33:26	2795872	924
10:33:27	2796796	928
10:33:28	2797724	952
10:33:29	2798676	956
10:33:30	2799632	988
10:33:31	2800620	1028
10:33:32	2801648	992
10:33:33	2802640	1028
10:33:34	2803668	1028
10:33:35	2804696	980
10:33:36	2805676	1000
10:33:37	2806676	1008
10:33:38	2807684	1020
10:33:39	2808704	972
10:33:40	2809676	988
10:33:41	2810664	1012
10:33:42	2811676	1032
10:33:43	2812708	984
10:33:44	2813692	1068
10:33:45	2814760	1076
10:33:46	2815836	1068
10:33:47	2816904	1116
10:33:49	2818020	1100
10:33:50	2819120	1100
10:33:51	2820220	1092
10:33:52	2821312	1084
10:33:53	2822396	1008
10:33:54	2823404	1028
10:33:55	2824432	1032
10:33:56	2825464	1024
10:33:57	2826488	960
10:33:58	2827448	936
10:33:59	2828384	948
10:34:00	2829332	964
10:34:01	2830296	984
10:34:02	2831280	980
10:34:03	2832260	992
10:34:04	2833252	976
10:34:05	2834228	972
10:34:06	2835200	956
10:34:07	2836156	976
10:34:08	2837132	976
10:34:09	2838108	980
10:34:10	2839088	964
10:34:11	2840052	996
10:34:12	2841048	1016
10:34:13	2842064	1012
10:34:14	2843076	1032
10:34:15	2844108	1028
10:34:16	2845136	1056
10:34:17	2846192	1072
10:34:18	2847264	1072
10:34:19	2848336	1044
10:34:20	2849380	1068
10:34:21	2850448	1088
10:34:22	2851536	1100
10:34:23	2852636	1040
10:34:24	2853676	1060
10:34:25	2854736	1056
10:34:26	2855792	1040
10:34:27	2856832	1004
10:34:28	2857836	1028
10:34:29	2858864	1036
10:34:30	2859900	1028
10:34:31	2860928	1000
10:34:32	2861928	1020
10:34:33	2862948	1008
10:34:34	2863956	1016
10:34:35	2864972	1024
10:34:36	2865996	1000
10:34:37	2866996	988
10:34:38	2867984	992
10:34:39	2868976	988
10:34:40	2869964	948
10:34:41	2870912	944
10:34:42	2871856	960
10:34:43	2872816	944
10:34:44	2873760	956
10:34:45	2874716	964
10:34:46	2875680	944
10:34:47	2876624	964
10:34:48	2877588	976
10:34:49	2878564	920
10:34:50	2879484	944
10:34:51	2880428	984
10:34:52	2881412	1012
10:34:53	2882424	1032
10:34:54	2883456	1020
10:34:55	2884476	1000
10:34:56	2885476	988
10:34:57	2886464	980
10:34:58	2887444	972
10:34:59	2888416	964
10:35:00	2889380	1000
10:35:01	2890380	1020
10:35:02	2891400	1020
10:35:03	2892420	1032
10:35:04	2893452	1036
10:35:05	2894488	1048
10:35:06	2895536	1040
10:35:07	2896576	1040
10:35:08	2897616	1008
10:35:09	2898624	964
10:35:10	2899588	968
10:35:11	2900556	936
10:35:12	2901492	956
10:35:13	2902448	920
10:35:14	2903368	944
10:35:15	2904312	952
10:35:16	2905264	972
10:35:17	2906236	968
10:35:18	2907204	984
10:35:19	2908188	960
10:35:20	2909148	984
10:35:21	2910132	980
10:35:22	2911112	956
10:35:23	2912068	980
10:35:24	2913048	992
10:35:25	2914040	968
10:35:26	2915008	980
10:35:26	2915988	956
10:35:27	2916944	920
10:35:28	2917864	924
10:35:29	2918788	956
10:35:30	2919744	948
10:35:31	2920692	960
10:35:32	2921652	956
10:35:33	2922608	976
10:35:34	2923584	972
10:35:35	2924556	972
10:35:36	2925528	960
10:35:37	2926488	960
10:35:38	2927448	976
10:35:39	2928424	1012
10:35:40	2929436	1000
10:35:41	2930436	996
10:35:42	2931432	1000
10:35:43	2932432	972
10:35:44	2933404	996
10:35:45	2934400	1008
10:35:46	2935408	1020
10:35:47	2936428	1004
10:35:48	2937432	948
10:35:49	2938380	908
10:35:50	2939288	876
10:35:51	2940164	896
10:35:52	2941060	868
10:35:52	2941928	952
10:35:53	2942880	1004
10:35:54	2943884	1028
10:35:55	2944912	1028
10:35:56	2945940	1032
10:35:57	2946972	1020
10:35:58	2947992	988
10:35:59	2948980	972
10:36:00	2949952	996
10:36:01	2950948	1000
10:36:02	2951948	976
10:36:03	2952924	1012
10:36:04	2953936	1028
10:36:05	2954964	1056
10:36:07	2956020	1028
10:36:08	2957048	1068
10:36:09	2958116	1064
10:36:10	2959180	1040
10:36:11	2960220	1068
10:36:12	2961288	1064
10:36:13	2962352	1008
10:36:14	2963360	1052
10:36:15	2964412	1060
10:36:16	2965472	1052
10:36:17	2966524	1024
10:36:18	2967548	1004
10:36:19	2968552	1028
10:36:20	2969580	1036
10:36:21	2970616	1020
10:36:22	2971636	1004
10:36:23	2972640	1004
10:36:24	2973644	996
10:36:25	2974640	976
10:36:26	2975616	980
10:36:27	2976596	992
10:36:28	2977588	1008
10:36:29	2978596	1016
10:36:30	2979612	980
10:36:31	2980592	988
10:36:32	2981580	1004
10:36:33	2982584	1008
10:36:34	2983592	976
10:36:35	2984568	936
10:36:36	2985504	956
10:36:37	2986460	928
10:36:38	2987388	944
10:36:39	2988332	968
10:36:40	2989300	960
10:36:41	2990260	936
10:36:42	2991196	960
10:36:43	2992156	984
10:36:44	2993140	984
10:36:45	2994124	984
10:36:46	2995108	976
10:36:47	2996084	952
10:36:48	2997036	964
10:36:49	2998000	936
10:36:49	2998936	940
10:36:50	2999876	960
10:36:51	3000836	996
10:36:52	3001832	1004
10:36:53	3002836	1000
10:36:54	3003836	1032
10:36:55	3004868	1052
10:36:56	3005920	1036
10:36:57	3006956	1060
10:36:59	3008016	1028
10:37:00	3009044	1040
10:37:01	3010084	1024
10:37:02	3011108	956
10:37:03	3012064	972
10:37:04	3013036	1016
10:37:05	3014052	984
10:37:06	3015036	948
10:37:06	3015984	920
10:37:07	3016904	928
10:37:08	3017832	900
10:37:09	3018732	880
10:37:10	3019612	856
10:37:11	3020468	888
10:37:12	3021356	916
10:37:13	3022272	940
10:37:14	3023212	960
10:37:15	3024172	944
10:37:16	3025116	952
10:37:17	3026068	988
10:37:18	3027056	1020
10:37:19	3028076	1048
10:37:20	3029124	1072
10:37:21	3030196	1088
10:37:22	3031284	1128
10:37:23	3032412	1156
10:37:24	3033568	1156
10:37:25	3034724	1188
10:37:26	3035912	1152
10:37:28	3037064	1096
10:37:29	3038160	1084
10:37:30	3039244	1072
10:37:31	3040316	1016
10:37:32	3041332	980
10:37:33	3042312	992
10:37:34	3043304	1020
10:37:35	3044324	1020
10:37:36	3045344	996
10:37:37	3046340	1032
10:37:38	3047372	1052
10:37:39	3048424	1044
10:37:40	3049468	1048
10:37:41	3050516	1020
10:37:42	3051536	1028
10:37:43	3052564	1020
10:37:44	3053584	996
10:37:45	3054580	964
10:37:46	3055544	992
10:37:47	3056536	992
10:37:48	3057528	964
10:37:49	3058492	992
10:37:50	3059484	972
10:37:51	3060456	1008
10:37:52	3061464	1020
10:37:53	3062484	1004
10:37:54	3063488	1032
10:37:55	3064520	1012
10:37:56	3065532	1004
10:37:57	3066536	988
10:37:58	3067524	992
10:37:59	3068516	952
10:38:00	3069468	980
10:38:01	3070448	960
10:38:02	3071408	940
10:38:03	3072348	916
10:38:04	3073264	936
10:38:05	3074200	944
10:38:06	3075144	928
10:38:07	3076072	924
10:38:07	3076996	912
10:38:08	3077908	900
10:38:09	3078808	888
10:38:10	3079696	872
10:38:11	3080568	880
10:38:12	3081448	884
10:38:13	3082332	868
10:38:14	3083200	916
10:38:15	3084116	952
10:38:16	3085068	964
10:38:17	3086032	996
10:38:18	3087028	976
10:38:19	3088004	1000
10:38:20	3089004	992
10:38:20	3089996	992
10:38:21	3090988	1008
10:38:22	3091996	976
10:38:23	3092972	1000
10:38:24	3093972	976
10:38:25	3094948	992
10:38:26	3095940	988
10:38:27	3096928	968
10:38:28	3097896	1012
10:38:29	3098908	1024
10:38:30	3099932	1044
10:38:31	3100976	1008
10:38:32	3101984	1044
10:38:34	3103028	1036
10:38:35	3104064	1000
10:38:36	3105064	1016
10:38:37	3106080	984
10:38:38	3107064	992
10:38:39	3108056	988
10:38:40	3109044	996
10:38:41	3110040	964
10:38:42	3111004	980
10:38:42	3111984	972
10:38:43	3112956	980
10:38:44	3113936	988
10:38:45	3114924	964
10:38:46	3115888	976
10:38:47	3116864	992
10:38:48	3117856	964
10:38:49	3118820	984
10:38:50	3119804	984
10:38:51	3120788	960
10:38:52	3121748	976
10:38:53	3122724	968
10:38:54	3123692	984
10:38:55	3124676	956
10:38:56	3125632	988
10:38:57	3126620	988
10:38:58	3127608	1000
10:38:59	3128608	1012
10:39:00	3129620	984
10:39:01	3130604	976
10:39:02	3131580	960
10:39:03	3132540	988
10:39:04	3133528	992
10:39:05	3134520	1000
10:39:06	3135520	968
10:39:07	3136488	972
10:39:08	3137460	968
10:39:09	3138428	956
10:39:10	3139384	956
10:39:11	3140340	968
10:39:12	3141308	972
10:39:13	3142280	992
10:39:14	3143272	1008
10:39:15	3144280	1008
10:39:16	3145288	1000
10:39:17	3146288	976
10:39:18	3147264	912
10:39:19	3148176	940
10:39:20	3149116	892
10:39:21	3150008	872
10:39:21	3150880	852
10:39:22	3151732	872
10:39:23	3152604	904
10:39:24	3153508	924
10:39:25	3154432	940
10:39:26	3155372	952
10:39:27	3156324	948
10:39:28	3157272	928
10:39:29	3158200	928
10:39:30	3159128	940
10:39:31	3160068	948
10:39:32	3161016	960
10:39:32	3161976	972
10:39:33	3162948	988
10:39:34	3163936	992
10:39:35	3164928	980
10:39:36	3165908	1008
10:39:37	3166916	1004
10:39:38	3167920	960
10:39:39	3168880	988
10:39:40	3169868	956
10:39:41	3170824	948
10:39:42	3171772	960
10:39:43	3172732	948
10:39:44	3173680	988
10:39:45	3174668	1000
10:39:46	3175668	1032
10:39:47	3176700	1020
10:39:48	3177720	1056
10:39:49	3178776	1064
10:39:50	3179840	1060
10:39:51	3180900	1048
10:39:52	3181948	1008
10:39:53	3182956	1000
10:39:54	3183956	1000
10:39:55	3184956	988
10:39:56	3185944	976
10:39:57	3186920	976
10:39:58	3187896	976
10:39:59	3188872	968
10:40:00	3189840	972
10:40:01	3190812	968
10:40:02	3191780	964
10:40:03	3192744	968
10:40:04	3193712	960
10:40:05	3194672	972
10:40:06	3195644	956
10:40:07	3196600	976
10:40:08	3197576	976
10:40:09	3198552	992
10:40:10	3199544	992
10:40:11	3200536	1000
10:40:12	3201536	1000
10:40:13	3202536	1000
10:40:14	3203536	1012
10:40:15	3204548	1012
10:40:16	3205560	1052
10:40:17	3206612	1040
10:40:18	3207652	1072
10:40:19	3208724	1076
10:40:20	3209800	1072
10:40:21	3210872	1060
10:40:22	3211932	1056
10:40:23	3212988	1040
10:40:25	3214028	1060
10:40:26	3215088	1040
10:40:27	3216128	1024
10:40:28	3217152	1032
10:40:29	3218184	1000
10:40:30	3219184	992
10:40:31	3220176	980
10:40:32	3221156	980
10:40:33	3222136	936
10:40:34	3223072	940
10:40:35	3224012	940
10:40:35	3224952	948
10:40:36	3225900	940
10:40:37	3226840	948
10:40:38	3227788	960
10:40:39	3228748	972
10:40:40	3229720	972
10:40:41	3230692	980
10:40:42	3231672	984
10:40:43	3232656	972
10:40:44	3233628	976
10:40:45	3234604	960
10:40:46	3235564	976
10:40:47	3236540	972
10:40:48	3237512	956
10:40:49	3238468	984
10:40:50	3239452	952
10:40:51	3240404	972
10:40:52	3241376	956
10:40:53	3242332	964
10:40:54	3243296	972
10:40:55	3244268	972
10:40:56	3245240	960
10:40:57	3246200	984
10:40:58	3247184	964
10:40:59	3248148	1000
10:41:00	3249148	992
10:41:01	3250140	1012
10:41:02	3251152	1040
10:41:03	3252192	1024
10:41:04	3253216	1044
10:41:05	3254260	1040
10:41:06	3255300	1036
10:41:07	3256336	1024
10:41:08	3257360	1020
10:41:09	3258380	1016
10:41:10	3259396	984
10:41:11	3260380	996
10:41:12	3261376	960
10:41:13	3262336	968
10:41:14	3263304	960
10:41:15	3264264	944
10:41:16	3265208	964
10:41:17	3266172	936
10:41:18	3267108	948
10:41:19	3268056	952
10:41:20	3269008	944
10:41:20	3269952	964
10:41:21	3270916	972
10:41:22	3271888	976
10:41:23	3272864	1004
10:41:24	3273868	1012
10:41:25	3274880	1016
10:41:26	3275896	1048
10:41:27	3276944	1048
10:41:28	3277992	1056
10:41:30	3279048	1056
10:41:31	3280104	1044
10:41:32	3281148	1032
10:41:33	3282180	1000
10:41:34	3283180	1032
10:41:35	3284212	1044
10:41:36	3285256	1064
10:41:37	3286320	1008
10:41:38	3287328	1012
10:41:39	3288340	1016
10:41:40	3289356	1008
10:41:41	3290364	992
10:41:42	3291356	972
10:41:43	3292328	960
10:41:44	3293288	968
10:41:45	3294256	956
10:41:46	3295212	980
10:41:47	3296192	968
10:41:48	3297160	1008
10:41:49	3298168	1016
10:41:50	3299184	1020
10:41:51	3300204	1032
10:41:52	3301236	1024
10:41:53	3302260	1048
10:41:54	3303308	1008
10:41:55	3304316	1024
10:41:56	3305340	1040
10:41:57	3306380	1024
10:41:58	3307404	1020
10:41:59	3308424	1036
10:42:00	3309460	1044
10:42:01	3310504	1028
10:42:02	3311532	1036
10:42:03	3312568	1012
10:42:04	3313580	1012
10:42:05	3314592	1044
10:42:06	3315636	1052
10:42:07	3316688	1052
10:42:08	3317740	1056
10:42:09	3318796	1064
10:42:10	3319860	1028
10:42:11	3320888	1036
10:42:12	3321924	1040
10:42:13	3322964	1052
10:42:15	3324016	1064
10:42:16	3325080	1080
10:42:17	3326160	1080
10:42:18	3327240	1048
10:42:19	3328288	1036
10:42:20	3329324	1048
10:42:21	3330372	1036
10:42:22	3331408	1044
10:42:23	3332452	1048
10:42:24	3333500	1044
10:42:25	3334544	1056
10:42:26	3335600	1044
10:42:27	3336644	1052
10:42:28	3337696	1028
10:42:29	3338724	1032
10:42:30	3339756	1020
10:42:31	3340776	1020
10:42:32	3341796	1012
10:42:33	3342808	1008
10:42:34	3343816	988
10:42:35	3344804	1012
10:42:36	3345816	1008
10:42:37	3346824	1020
10:42:38	3347844	1036
10:42:39	3348880	1024
10:42:40	3349904	1040
10:42:41	3350944	1016
10:42:42	3351960	1040
10:42:44	3353000	1040
10:42:45	3354040	1048
10:42:46	3355088	1040
10:42:47	3356128	1032
10:42:48	3357160	1036
10:42:49	3358196	1032
10:42:50	3359228	1044
10:42:51	3360272	1012
10:42:52	3361284	1032
10:42:53	3362316	1004
10:42:54	3363320	1012
10:42:55	3364332	1008
10:42:56	3365340	988
10:42:57	3366328	1016
10:42:58	3367344	1004
10:42:59	3368348	1016
10:43:00	3369364	1020
10:43:01	3370384	996
10:43:02	3371380	1024
10:43:03	3372404	1024
10:43:04	3373428	1004
10:43:05	3374432	1020
10:43:06	3375452	996
10:43:07	3376448	1000
10:43:08	3377448	992
10:43:09	3378440	1004
10:43:10	3379444	1016
10:43:11	3380460	1032
10:43:12	3381492	1016
10:43:13	3382508	1024
10:43:14	3383532	1016
10:43:15	3384548	1008
10:43:16	3385556	980
10:43:17	3386536	992
10:43:18	3387528	988
10:43:19	3388516	972
10:43:20	3389488	948
10:43:21	3390436	968
10:43:22	3391404	980
10:43:23	3392384	968
10:43:24	3393352	940
10:43:25	3394292	928
10:43:26	3395220	924
10:43:27	3396144	932
10:43:28	3397076	928
10:43:29	3398004	932
10:43:29	3398936	948
10:43:30	3399884	964
10:43:31	3400848	952
10:43:32	3401800	992
10:43:33	3402792	1000
10:43:34	3403792	996
10:43:35	3404788	1004
10:43:36	3405792	1000
10:43:37	3406792	1024
10:43:38	3407816	1020
10:43:39	3408836	1020
10:43:40	3409856	992
10:43:41	3410848	1020
10:43:42	3411868	988
10:43:43	3412856	1012
10:43:44	3413868	1048
10:43:45	3414916	1068
10:43:46	3415984	1072
10:43:48	3417056	1036
10:43:49	3418092	1040
10:43:50	3419132	1028
10:43:51	3420160	1036
10:43:52	3421196	1020
10:43:53	3422216	1020
10:43:54	3423236	1020
10:43:55	3424256	1032
10:43:56	3425288	1012
10:43:57	3426300	1004
10:43:58	3427304	1012
10:43:59	3428316	1020
10:44:00	3429336	1000
10:44:01	3430336	1000
10:44:02	3431336	992
10:44:03	3432328	972
10:44:04	3433300	992
10:44:05	3434292	1008
10:44:06	3435300	976
10:44:07	3436276	1020
10:44:08	3437296	1004
10:44:09	3438300	1024
10:44:10	3439324	1024
10:44:11	3440348	1040
10:44:12	3441388	1040
10:44:13	3442428	1032
10:44:14	3443460	1036
10:44:15	3444496	1032
10:44:16	3445528	1048
10:44:17	3446576	1024
10:44:18	3447600	1068
10:44:19	3448668	1060
10:44:20	3449728	1080
10:44:21	3450808	1064
10:44:22	3451872	1072
10:44:23	3452944	1040
10:44:24	3453984	1060
10:44:26	3455044	1052
10:44:27	3456096	1052
10:44:28	3457148	1048
10:44:29	3458196	1004
10:44:30	3459200	1016
10:44:31	3460216	1004
10:44:32	3461220	984
10:44:33	3462204	1004
10:44:34	3463208	980
10:44:35	3464188	996
10:44:36	3465184	984
10:44:37	3466168	1004
10:44:38	3467172	1020
10:44:39	3468192	1000
10:44:40	3469192	1008
10:44:41	3470200	1024
10:44:42	3471224	1008
10:44:43	3472232	1000
10:44:44	3473232	1016
10:44:45	3474248	1004
10:44:46	3475252	964
10:44:47	3476216	980
10:44:48	3477196	988
10:44:49	3478184	972
10:44:50	3479156	952
10:44:51	3480108	968
10:44:52	3481076	964
10:44:53	3482040	964
10:44:54	3483004	972
10:44:54	3483976	988
10:44:55	3484964	1024
10:44:56	3485988	1008
10:44:57	3486996	1032
10:44:59	3488028	988
10:45:00	3489016	1000
10:45:01	3490016	980
10:45:01	3490996	1004
10:45:03	3492000	1004
10:45:04	3493004	984
10:45:04	3493988	1020
10:45:06	3495008	1016
10:45:07	3496024	1032
10:45:08	3497056	1020
10:45:09	3498076	992
10:45:10	3499068	988
10:45:11	3500056	968
10:45:12	3501024	1008
10:45:13	3502032	1012
10:45:14	3503044	1016
10:45:15	3504060	1024
10:45:16	3505084	1016
10:45:17	3506100	1048
10:45:18	3507148	1036
10:45:19	3508184	1064
10:45:20	3509248	1068
10:45:21	3510316	1076
10:45:22	3511392	1064
10:45:23	3512456	1060
10:45:24	3513516	1064
10:45:25	3514580	1052
10:45:26	3515632	1048
10:45:27	3516680	1048
10:45:28	3517728	1068
10:45:29	3518796	1044
10:45:30	3519840	1060
10:45:31	3520900	1000
10:45:32	3521900	1036
10:45:33	3522936	1060
10:45:34	3523996	1072
10:45:36	3525068	1056
10:45:37	3526124	1056
10:45:38	3527180	1012
10:45:39	3528192	1000
10:45:40	3529192	1016
10:45:41	3530208	1020
10:45:42	3531228	1012
10:45:43	3532240	1020
10:45:44	3533260	1028
10:45:45	3534288	1012
10:45:46	3535300	1016
10:45:47	3536316	1012
10:45:48	3537328	1044
10:45:49	3538372	1048
10:45:50	3539420	1068
10:45:51	3540488	1080
10:45:52	3541568	1084
10:45:53	3542652	1072
10:45:54	3543724	1020
10:45:55	3544744	1040
10:45:56	3545784	1052
10:45:57	3546836	1036
10:45:58	3547872	1024
10:45:59	3548896	1036
10:46:00	3549932	1036
10:46:01	3550968	1044
10:46:03	3552012	1024
10:46:04	3553036	1048
10:46:05	3554084	1032
10:46:06	3555116	1020
10:46:07	3556136	1016
10:46:08	3557152	996
10:46:09	3558148	996
10:46:10	3559144	984
10:46:11	3560128	956
10:46:12	3561084	980
10:46:13	3562064	964
10:46:14	3563028	980
10:46:15	3564008	956
10:46:15	3564964	980
10:46:16	3565944	976
10:46:17	3566920	976
10:46:18	3567896	972
10:46:19	3568868	988
10:46:20	3569856	1004
10:46:21	3570860	1012
10:46:22	3571872	1016
10:46:23	3572888	976
10:46:24	3573864	960
10:46:25	3574824	1028
10:46:26	3575852	1020
10:46:27	3576872	1020
10:46:28	3577892	1000
10:46:29	3578892	992
10:46:30	3579884	984
10:46:31	3580868	988
10:46:32	3581856	968
10:46:33	3582824	972
10:46:34	3583796	984
10:46:35	3584780	976
10:46:36	3585756	984
10:46:37	3586740	964
10:46:38	3587704	992
10:46:39	3588696	996
10:46:40	3589692	1008
10:46:41	3590700	1032
10:46:42	3591732	1056
10:46:43	3592788	1032
10:46:44	3593820	1032
10:46:45	3594852	1012
10:46:46	3595864	1040
10:46:47	3596904	1036
10:46:48	3597940	1020
10:46:49	3598960	1036
10:46:50	3599996	1036
10:46:52	3601032	1048
10:46:53	3602080	1012
10:46:54	3603092	1020
10:46:55	3604112	1024
10:46:56	3605136	1004
10:46:57	3606140	996
10:46:58	3607136	1016
10:46:59	3608152	1008
10:47:00	3609160	980
10:47:01	3610140	972
10:47:02	3611112	980
10:47:03	3612092	976
10:47:04	3613068	964
10:47:05	3614032	948
10:47:05	3614980	964
10:47:06	3615944	956
10:47:07	3616900	944
10:47:08	3617844	932
10:47:09	3618776	936
10:47:10	3619712	940
10:47:11	3620652	944
10:47:12	3621596	956
10:47:13	3622552	940
10:47:14	3623492	964
10:47:15	3624456	932
10:47:16	3625388	928
10:47:17	3626316	936
10:47:18	3627252	944
10:47:19	3628196	928
10:47:20	3629124	920
10:47:21	3630044	936
10:47:21	3630980	944
10:47:22	3631924	936
10:47:23	3632860	936
10:47:24	3633796	912
10:47:25	3634708	900
10:47:26	3635608	916
10:47:27	3636524	896
10:47:28	3637420	904
10:47:29	3638324	908
10:47:30	3639232	896
10:47:31	3640128	896
10:47:32	3641024	892
10:47:32	3641916	892
10:47:33	3642808	880
10:47:34	3643688	892
10:47:35	3644580	880
10:47:36	3645460	888
10:47:37	3646348	880
10:47:38	3647228	884
10:47:39	3648112	876
10:47:39	3648988	900
10:47:40	3649888	884
10:47:41	3650772	888
10:47:42	3651660	884
10:47:43	3652544	904
10:47:44	3653448	908
10:47:45	3654356	904
10:47:46	3655260	912
10:47:47	3656172	896
10:47:48	3657068	900
10:47:48	3657968	888
10:47:49	3658856	908
10:47:50	3659764	904
10:47:51	3660668	908
10:47:52	3661576	888
10:47:53	3662464	876
10:47:54	3663340	864
10:47:55	3664204	852
10:47:56	3665056	856
10:47:56	3665912	860
10:47:57	3666772	860
10:47:58	3667632	884
10:47:59	3668516	892
10:48:00	3669408	920
10:48:01	3670328	920
10:48:02	3671248	932
10:48:03	3672180	936
10:48:04	3673116	944
10:48:05	3674060	936
10:48:05	3674996	944
10:48:06	3675940	924
10:48:07	3676864	904
10:48:08	3677768	896
10:48:09	3678664	900
10:48:10	3679564	892
10:48:11	3680456	916
10:48:12	3681372	880
10:48:13	3682252	880
10:48:14	3683132	828
10:48:14	3683960	860
10:48:15	3684820	856
10:48:16	3685676	844
10:48:17	3686520	864
10:48:18	3687384	840
10:48:19	3688224	860
10:48:20	3689084	844
10:48:20	3689928	864
10:48:21	3690792	856
10:48:22	3691648	876
10:48:23	3692524	864
10:48:24	3693388	888
10:48:25	3694276	880
10:48:26	3695156	884
10:48:27	3696040	884
10:48:27	3696924	868
10:48:28	3697792	872
10:48:29	3698664	524
10:48:30	3699188	1072
10:48:31	3700260	852
10:48:32	3701112	840
10:48:32	3701952	840
10:48:33	3702792	852
10:48:34	3703644	852
10:48:35	3704496	840
10:48:36	3705336	852
10:48:37	3706188	820
10:48:38	3707008	836
10:48:38	3707844	808
10:48:39	3708652	600
10:48:40	3709252	250
10:48:40	3709502	784
10:48:41	3710286	812
10:48:42	3711098	788
10:48:42	3711886	800
10:48:43	3712686	800
10:48:44	3713486	820
10:48:45	3714306	828
10:48:46	3715134	852
10:48:46	3715986	888
10:48:47	3716874	912
10:48:48	3717786	916
10:48:49	3718702	940
10:48:50	3719642	952
10:48:51	3720594	960
10:48:52	3721554	936
10:48:53	3722490	936
10:48:54	3723426	928
10:48:55	3724354	908
10:48:56	3725262	912
10:48:57	3726174	916
10:48:58	3727090	920
10:48:59	3728010	912
10:48:59	3728922	892
10:49:00	3729814	896
10:49:01	3730710	900
10:49:02	3731610	912
10:49:03	3732522	912
10:49:04	3733434	872
10:49:05	3734306	888
10:49:06	3735194	876
10:49:07	3736070	892
10:49:07	3736962	880
10:49:08	3737842	892
10:49:09	3738734	896
10:49:10	3739630	916
10:49:11	3740546	928
10:49:12	3741474	936
10:49:13	3742410	912
10:49:14	3743322	896
10:49:15	3744218	884
10:49:16	3745102	864
10:49:16	3745966	880
10:49:17	3746846	872
10:49:18	3747718	872
10:49:19	3748590	900
10:49:20	3749490	916
10:49:21	3750406	904
