 1            ;             2,3283        ;             1,4812        ;             2,7595        ;             0,5666        ;             0,1313
 2            ;             2,6326        ;             1,4383        ;             2,9999        ;             0,5000        ;             0,1111
 4            ;             2,4817        ;             1,4297        ;             2,8640        ;             0,5227        ;             0,1219
 6            ;             2,3724        ;             1,4248        ;             2,7674        ;             0,5409        ;             0,1306
 7            ;             2,2928        ;             1,4211        ;             2,6975        ;             0,5549        ;             0,1374
 9            ;             2,2351        ;             1,4186        ;             2,6472        ;             0,5655        ;             0,1427
 10           ;             2,1928        ;             1,4159        ;             2,6102        ;             0,5734        ;             0,1468
 12           ;             2,1611        ;             1,4138        ;             2,5825        ;             0,5793        ;             0,1499
 13           ;             2,1372        ;             1,4117        ;             2,5613        ;             0,5838        ;             0,1524
 15           ;             2,1197        ;             1,4091        ;             2,5453        ;             0,5867        ;             0,1544
 16           ;             2,1064        ;             1,4074        ;             2,5334        ;             0,5890        ;             0,1558
 18           ;             2,0966        ;             1,4067        ;             2,5248        ;             0,5910        ;             0,1569
 20           ;             2,0889        ;             1,4060        ;             2,5180        ;             0,5924        ;             0,1577
 21           ;             2,0833        ;             1,4054        ;             2,5131        ;             0,5935        ;             0,1583
 23           ;             2,0786        ;             1,4044        ;             2,5086        ;             0,5942        ;             0,1589
 24           ;             2,0738        ;             1,4037        ;             2,5042        ;             0,5951        ;             0,1595
 26           ;             2,0699        ;             1,4020        ;             2,5000        ;             0,5953        ;             0,1600
 27           ;             2,0673        ;             1,4022        ;             2,4979        ;             0,5960        ;             0,1603
 29           ;             2,0642        ;             1,4019        ;             2,4952        ;             0,5966        ;             0,1606
 31           ;             2,0608        ;             1,4014        ;             2,4921        ;             0,5972        ;             0,1610
 32           ;             2,0584        ;             1,4017        ;             2,4903        ;             0,5978        ;             0,1612
 34           ;             2,0560        ;             1,4012        ;             2,4881        ;             0,5982        ;             0,1615
 35           ;             2,0533        ;             1,3998        ;             2,4850        ;             0,5983        ;             0,1619
 37           ;             2,0507        ;             1,3994        ;             2,4827        ;             0,5988        ;             0,1622
