 1            ;             2,5124        ;             1,7839        ;             3,0813        ;             0,6174        ;             0,1053
 2            ;             2,3967        ;             1,7517        ;             2,9686        ;             0,6312        ;             0,1135
 4            ;             2,3077        ;             1,6973        ;             2,8647        ;             0,6341        ;             0,1219
 5            ;             2,2410        ;             1,6571        ;             2,7871        ;             0,6367        ;             0,1287
 7            ;             2,1918        ;             1,6277        ;             2,7301        ;             0,6388        ;             0,1342
 8            ;             2,1559        ;             1,6054        ;             2,6879        ;             0,6401        ;             0,1384
 10           ;             2,1292        ;             1,5887        ;             2,6566        ;             0,6410        ;             0,1417
 12           ;             2,1100        ;             1,5784        ;             2,6350        ;             0,6422        ;             0,1440
 13           ;             2,0949        ;             1,5700        ;             2,6179        ;             0,6432        ;             0,1459
 15           ;             2,0830        ;             1,5634        ;             2,6044        ;             0,6438        ;             0,1474
 16           ;             2,0743        ;             1,5589        ;             2,5948        ;             0,6445        ;             0,1485
 18           ;             2,0667        ;             1,5552        ;             2,5865        ;             0,6451        ;             0,1495
 19           ;             2,0609        ;             1,5520        ;             2,5800        ;             0,6455        ;             0,1502
 21           ;             2,0570        ;             1,5501        ;             2,5757        ;             0,6458        ;             0,1507
 22           ;             2,0542        ;             1,5487        ;             2,5726        ;             0,6460        ;             0,1511
 24           ;             2,0511        ;             1,5474        ;             2,5693        ;             0,6463        ;             0,1515
 26           ;             2,0485        ;             1,5465        ;             2,5667        ;             0,6467        ;             0,1518
 27           ;             2,0465        ;             1,5453        ;             2,5644        ;             0,6467        ;             0,1521
 29           ;             2,0440        ;             1,5444        ;             2,5619        ;             0,6471        ;             0,1524
 30           ;             2,0423        ;             1,5439        ;             2,5602        ;             0,6473        ;             0,1526
 32           ;             2,0411        ;             1,5432        ;             2,5588        ;             0,6474        ;             0,1527
 33           ;             2,0397        ;             1,5421        ;             2,5570        ;             0,6474        ;             0,1529
 35           ;             2,0382        ;             1,5414        ;             2,5554        ;             0,6475        ;             0,1531
 36           ;             2,0369        ;             1,5418        ;             2,5547        ;             0,6479        ;             0,1532
 38           ;             2,0353        ;             1,5411        ;             2,5529        ;             0,6481        ;             0,1534
 40           ;             2,0335        ;             1,5404        ;             2,5511        ;             0,6483        ;             0,1537
 41           ;             2,0315        ;             1,5397        ;             2,5491        ;             0,6486        ;             0,1539
 43           ;             2,0305        ;             1,5394        ;             2,5481        ;             0,6487        ;             0,1540
 44           ;             2,0290        ;             1,5386        ;             2,5464        ;             0,6488        ;             0,1542
 46           ;             2,0276        ;             1,5379        ;             2,5449        ;             0,6489        ;             0,1544
 47           ;             2,0273        ;             1,5372        ;             2,5442        ;             0,6488        ;             0,1545
 49           ;             2,0260        ;             1,5358        ;             2,5423        ;             0,6486        ;             0,1547
 51           ;             2,0236        ;             1,5343        ;             2,5395        ;             0,6487        ;             0,1551
 52           ;             2,0217        ;             1,5337        ;             2,5377        ;             0,6490        ;             0,1553
 54           ;             2,0215        ;             1,5343        ;             2,5378        ;             0,6492        ;             0,1553
 55           ;             2,0203        ;             1,5340        ;             2,5367        ;             0,6494        ;             0,1554
 57           ;             2,0185        ;             1,5332        ;             2,5348        ;             0,6496        ;             0,1556
 58           ;             2,0172        ;             1,5326        ;             2,5334        ;             0,6497        ;             0,1558
 100          ;             2,0167        ;             1,5325        ;             2,5329        ;             0,6498        ;             0,1559
